customer_id,age,totalprice,quantity,transaction_count,cluster,label,age_scaled,totalprice_scaled,customer_count,avg_age,avg_totalprice,cluster_value_score
C100102,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C100508,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C100654,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C101595,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C101871,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C101958,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C102098,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C102125,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C102282,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C102449,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C102522,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C103333,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C103669,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C104300,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C104601,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C105021,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106061,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106172,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106314,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106333,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106349,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,34145,30.0001,444.1981,-0.0993
C106908,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,34145,30.0001,444.1981,-0.0993
